INPUT_IMG,NORM_CLAS_ORIG_IMG,NCOI_CONF,NCOI_RSLT,NCOI_TIME,NORM_CLAS_ADV_IMG,NCAI_CONF,NCAI_L_0,NCAI_L_1,NCAI_L_2,NCAI_L_INF,NCAI_RSLT,NCAI_TIME,BET_CLAS_NO_RAND_OG_IMG,BCNROI_CONF,BCNROI_RSLT,BCNROI_TIME,BET_CLAS_NO_RAND_ADV_IMG,BCNRAI_CONF,BCNRAI_L_0,BCNRAI_L_1,BCNRAI_L_2,BCNRAI_L_INF,BCNRAI_RSLT,BCNRAI_TIME,BET_CLAS_OG_IMG,BCOI_CONF,BCOI_RSLT,BCOI_TIME,BET_CLAS_ADV_IMG,BCAI_CONF,BCAI_L_0,BCAI_L_1,BCAI_L_2,BCAI_L_INF,BCAI_RSLT,BCAI_TIME
1,1,1.00,1,0.00943303108215332,840,1.00,75,2,2,2,0,0.010812044143676758,1,1.00,1,0.10345888137817383,840,1.00,75,2,2,2,0,0.10870027542114258,1,1.00,1,0.10243988037109375,840,1.00,75,2,2,2,0,0.10703778266906738
1,1,1.00,1,0.010171890258789062,597,1.00,77,3,3,2,0,0.009657859802246094,1,1.00,1,0.11122393608093262,597,0.96,78,3,3,2,0,0.10991048812866211,1,1.00,1,0.11053500175476075,597,0.80,77,3,3,2,0,0.10690536499023437
1,1,1.00,1,0.010159492492675781,29,1.00,77,3,3,2,0,0.010213613510131836,1,1.00,1,0.0992891788482666,29,1.00,77,3,3,2,0,0.10493946075439453,1,1.00,1,0.11076202392578124,29,1.00,77,3,3,2,0,0.12042222023010254
2,2,0.97,1,0.010187387466430664,3,1.00,76,3,3,2,0,0.011093378067016602,2,0.92,1,0.12438583374023438,3,1.00,76,3,3,2,0,0.10896515846252441,2,0.93,1,0.10392065048217773,3,1.00,76,3,3,2,0,0.10459814071655274
2,2,1.00,1,0.010004520416259766,999,1.00,79,2,3,2,0,0.010350227355957031,2,0.99,1,0.10973191261291504,999,0.99,78,2,3,2,0,0.1378040313720703,2,0.99,1,0.11986198425292968,999,0.98,79,2,3,2,0,0.10849318504333497
2,2,1.00,1,0.00953221321105957,611,1.00,82,3,3,2,0,0.01698017120361328,2,0.97,1,0.09839391708374023,611,0.90,82,3,3,2,0,0.11655545234680176,2,0.96,1,0.10138583183288574,611,0.74,82,3,3,2,0,0.10828261375427246
2,2,1.00,1,0.009009122848510742,3,1.00,80,2,2,2,0,0.009419441223144531,2,0.99,1,0.10321450233459473,3,0.99,80,2,2,2,0,0.10639023780822754,2,0.99,1,0.11211490631103516,3,0.99,80,2,2,2,0,0.10823349952697754
2,2,0.99,1,0.009477615356445312,460,1.00,78,3,3,2,0,0.009692192077636719,2,0.99,1,0.12122488021850586,460,1.00,79,3,3,2,0,0.10820221900939941,2,0.99,1,0.10080862045288086,460,1.00,78,3,3,2,0,0.10824627876281738
2,2,0.98,1,0.009957551956176758,700,0.51,77,2,2,2,0,0.010776281356811523,2,0.97,1,0.11203694343566895,999,0.92,77,2,2,2,0,0.11019492149353027,2,0.97,1,0.10564885139465333,999,0.93,77,2,2,2,0,0.11011137962341308
2,549,0.14,0,0.009706258773803711,2,1.00,76,2,2,2,1,0.010181427001953125,2,0.24,1,0.13761305809020996,549,0.98,77,2,2,2,0,0.10752701759338379,2,0.29,1,0.10644726753234864,549,0.96,77,2,2,2,0,0.10276188850402831
2,2,1.00,1,0.00923013687133789,3,1.00,78,3,3,2,0,0.009541511535644531,2,1.00,1,0.1027991771697998,3,1.00,78,3,3,2,0,0.10727739334106445,2,1.00,1,0.10561871528625488,3,1.00,78,3,3,2,0,0.11505718231201172
2,2,1.00,1,0.009775876998901367,3,1.00,78,3,3,2,0,0.009630918502807617,2,1.00,1,0.09801697731018066,3,1.00,78,3,3,2,0,0.1057898998260498,2,1.00,1,0.11079545021057129,3,1.00,78,3,3,2,0,0.1075143814086914
2,2,1.00,1,0.010352373123168945,540,1.00,80,2,2,2,0,0.010286092758178711,2,1.00,1,0.10322427749633789,540,0.97,80,2,2,2,0,0.09795784950256348,2,1.00,1,0.10476822853088379,540,0.97,80,2,2,2,0,0.10369992256164551
3,3,0.98,1,0.009598493576049805,4,1.00,76,7,5,2,0,0.009534358978271484,3,0.91,1,0.1074516773223877,4,1.00,76,7,5,2,0,0.09664392471313477,3,0.87,1,0.1073991298675537,4,1.00,76,7,5,2,0,0.10320081710815429
3,3,0.83,1,0.01031351089477539,149,1.00,76,4,4,2,0,0.009601354598999023,3,0.79,1,0.09940791130065918,149,1.00,76,4,4,2,0,0.10286283493041992,3,0.81,1,0.1068638801574707,149,1.00,76,4,4,2,0,0.108219575881958
3,4,0.74,0,0.009902715682983398,2,1.00,75,3,3,2,0,0.009671449661254883,4,0.75,0,0.10502958297729492,2,1.00,75,3,3,2,0,0.10748720169067383,4,0.77,0,0.11066322326660157,2,1.00,75,3,3,2,0,0.1060267448425293
3,3,0.96,1,0.014046907424926758,2,1.00,76,4,4,2,0,0.014317750930786133,3,0.98,1,0.11319661140441895,2,1.00,76,4,4,2,0,0.11061310768127441,3,0.98,1,0.10765876770019531,2,1.00,76,4,4,2,0,0.10437350273132324
3,3,0.94,1,0.008897781372070312,2,1.00,76,3,3,2,0,0.011184215545654297,3,0.96,1,0.11139535903930664,2,1.00,75,3,3,2,0,0.10930609703063965,3,0.96,1,0.10204634666442872,2,1.00,76,3,3,2,0,0.10447392463684083
3,3,0.98,1,0.010243415832519531,34,1.00,76,3,3,2,0,0.009774446487426758,3,0.98,1,0.1023716926574707,34,0.85,76,3,3,2,0,0.10300207138061523,3,0.98,1,0.10268864631652833,34,0.78,76,3,3,2,0,0.103889799118042
3,34,0.50,0,0.00931692123413086,268,1.00,77,2,2,2,0,0.010277748107910156,268,0.40,0,0.10219502449035645,34,1.00,76,2,2,2,0,0.0981435775756836,268,0.37,0,0.11188435554504395,34,1.00,77,2,2,2,0,0.10940661430358886
3,3,0.69,1,0.009877920150756836,146,1.00,76,3,3,2,0,0.017997026443481445,3,0.81,1,0.12367963790893555,146,1.00,76,3,3,2,0,0.1137397289276123,3,0.81,1,0.10557646751403808,146,1.00,76,3,3,2,0,0.10508012771606445
3,2,0.55,0,0.010080099105834961,0,1.00,76,4,4,2,0,0.010577917098999023,2,0.51,0,0.11267256736755371,0,1.00,76,4,4,2,0,0.10331439971923828,2,0.54,0,0.10889029502868652,0,1.00,76,4,4,2,0,0.1083806037902832
3,3,0.99,1,0.009671688079833984,296,1.00,77,6,5,2,0,0.014207839965820312,3,0.99,1,0.1072838306427002,296,1.00,77,6,5,2,0,0.10634851455688477,3,0.98,1,0.10226540565490723,296,1.00,77,6,5,2,0,0.1061429500579834
4,4,0.99,1,0.010291099548339844,2,1.00,75,3,3,2,0,0.01001286506652832,4,0.99,1,0.12322163581848145,2,1.00,76,3,3,2,0,0.10507059097290039,4,0.99,1,0.11262454986572265,2,1.00,76,3,3,2,0,0.11116185188293456
4,4,1.00,1,0.01012420654296875,3,1.00,77,4,3,2,0,0.010375022888183594,4,1.00,1,0.1016836166381836,3,1.00,77,4,3,2,0,0.10344195365905762,4,1.00,1,0.10878243446350097,3,1.00,76,4,3,2,0,0.09759054183959961
4,4,0.91,1,0.009959697723388672,2,1.00,76,2,2,2,0,0.009524106979370117,4,0.98,1,0.10082769393920898,2,1.00,76,2,2,2,0,0.11264300346374512,4,0.98,1,0.0996169090270996,2,1.00,76,2,2,2,0,0.10711402893066406
4,4,0.99,1,0.010540962219238281,983,1.00,77,3,3,2,0,0.009911775588989258,4,1.00,1,0.10062885284423828,983,0.99,77,3,3,2,0,0.10439705848693848,4,1.00,1,0.1120875358581543,983,0.94,77,3,3,2,0,0.10028691291809082
4,4,1.00,1,0.010949373245239258,3,1.00,78,3,3,2,0,0.009733915328979492,4,0.99,1,0.10965299606323242,3,1.00,77,3,3,2,0,0.10511589050292969,4,0.99,1,0.10072102546691894,3,1.00,77,3,3,2,0,0.10100879669189453
4,4,0.41,1,0.009968042373657227,973,0.99,78,3,3,2,0,0.009630203247070312,973,0.37,0,0.10264849662780762,4,1.00,77,3,3,2,1,0.1091623306274414,973,0.37,0,0.10589766502380371,4,1.00,77,3,3,2,1,0.107051420211792
4,4,0.99,1,0.009954690933227539,2,1.00,76,2,2,2,0,0.009946584701538086,4,1.00,1,0.10750603675842285,2,1.00,76,2,2,2,0,0.10256147384643555,4,1.00,1,0.10069618225097657,2,1.00,76,2,2,2,0,0.10286335945129395
4,4,0.89,1,0.009791374206542969,2,1.00,76,5,4,2,0,0.009497642517089844,4,0.93,1,0.09826898574829102,2,1.00,76,5,4,2,0,0.10455012321472168,4,0.93,1,0.09984931945800782,2,1.00,76,5,4,2,0,0.09717159271240235
4,4,1.00,1,0.00951695442199707,2,1.00,76,3,3,2,0,0.0096282958984375,4,1.00,1,0.10328555107116699,2,1.00,76,3,3,2,0,0.10668230056762695,4,1.00,1,0.10418791770935058,2,1.00,76,3,3,2,0,0.1124330997467041
4,4,1.00,1,0.009697675704956055,2,1.00,77,2,3,2,0,0.00979304313659668,4,1.00,1,0.11220812797546387,2,1.00,77,2,3,2,0,0.09920859336853027,4,1.00,1,0.10447177886962891,2,0.99,77,3,3,2,0,0.10650138854980469
5,6,0.75,0,0.010024547576904297,115,1.00,80,2,2,2,0,0.010257244110107422,5,0.46,1,0.09933781623840332,6,1.00,78,2,2,2,0,0.10499715805053711,5,0.55,1,0.10189938545227051,6,1.00,78,2,2,2,0,0.11073083877563476
5,5,0.77,1,0.009861946105957031,659,1.00,76,2,2,2,0,0.009195089340209961,5,0.72,1,0.11153769493103027,659,0.99,76,2,2,2,0,0.10286116600036621,5,0.70,1,0.09852962493896485,659,0.97,76,2,2,2,0,0.0995528221130371
5,5,0.95,1,0.011241436004638672,118,1.00,77,4,3,2,0,0.010570526123046875,5,0.64,1,0.12216830253601074,118,0.99,77,4,3,2,0,0.10232925415039062,103,0.45,0,0.11139130592346191,5,1.00,76,4,3,2,1,0.10517282485961914
5,5,1.00,1,0.010058403015136719,825,1.00,77,2,2,2,0,0.01042795181274414,5,0.97,1,0.11459875106811523,825,1.00,77,2,2,2,0,0.10444355010986328,5,0.97,1,0.1039860725402832,825,1.00,77,2,2,2,0,0.10362701416015625
5,5,0.52,1,0.009757757186889648,6,1.00,76,2,2,2,0,0.010972976684570312,6,0.54,0,0.11512398719787598,5,1.00,75,2,2,2,1,0.11361455917358398,6,0.50,0,0.11999588012695313,6,1.00,76,2,2,2,0,0.10345067977905273
5,5,0.69,1,0.009833335876464844,6,1.00,76,2,2,2,0,0.009807825088500977,5,0.62,1,0.1035611629486084,6,1.00,76,2,2,2,0,0.11276912689208984,5,0.63,1,0.10440640449523926,6,1.00,76,2,2,2,0,0.11106734275817871
5,6,0.51,0,0.010043144226074219,3,1.00,76,4,4,2,0,0.01002359390258789,5,0.41,1,0.09929037094116211,6,1.00,76,4,4,2,0,0.11886930465698242,5,0.41,1,0.10717697143554687,6,1.00,76,4,4,2,0,0.10335068702697754
5,6,0.54,0,0.010109186172485352,778,1.00,77,2,2,2,0,0.010437965393066406,6,0.26,0,0.10166454315185547,778,1.00,77,2,2,2,0,0.10768651962280273,6,0.29,0,0.10115056037902832,778,1.00,77,2,2,2,0,0.10180892944335937
5,5,0.94,1,0.009409666061401367,110,1.00,80,3,3,2,0,0.010344266891479492,5,0.98,1,0.12212371826171875,110,1.00,80,3,3,2,0,0.09693169593811035,5,0.98,1,0.10244722366333008,110,1.00,80,3,3,2,0,0.10535731315612792
5,5,1.00,1,0.011660337448120117,348,1.00,76,3,3,2,0,0.009653806686401367,5,1.00,1,0.12438011169433594,348,1.00,76,3,3,2,0,0.09858942031860352,5,1.00,1,0.10762591361999511,348,0.99,76,3,3,2,0,0.10297021865844727
6,6,0.81,1,0.009413719177246094,5,1.00,79,4,3,2,0,0.010600805282592773,5,0.52,0,0.10803461074829102,6,1.00,79,4,3,2,1,0.1105811595916748,5,0.53,0,0.10443096160888672,6,1.00,79,4,3,2,1,0.10153656005859375
6,6,0.97,1,0.009597063064575195,329,1.00,77,5,4,2,0,0.009484529495239258,6,0.72,1,0.11035752296447754,329,1.00,76,5,4,2,0,0.10944700241088867,6,0.68,1,0.10429039001464843,329,1.00,76,5,4,2,0,0.10847005844116211
6,6,1.00,1,0.010418176651000977,2,1.00,75,3,3,2,0,0.009841442108154297,6,0.97,1,0.09871149063110352,2,1.00,75,3,3,2,0,0.10729503631591797,6,0.97,1,0.11074943542480468,2,1.00,75,3,3,2,0,0.10637445449829101
6,6,0.99,1,0.009906768798828125,5,1.00,79,3,3,2,0,0.009977340698242188,6,0.98,1,0.13112521171569824,5,1.00,79,3,3,2,0,0.10778427124023438,6,0.97,1,0.10662961006164551,5,1.00,79,3,3,2,0,0.10986814498901368
6,6,0.81,1,0.013965606689453125,611,1.00,77,3,3,2,0,0.010024785995483398,6,0.84,1,0.13431167602539062,611,1.00,77,3,3,2,0,0.09905648231506348,6,0.81,1,0.09805703163146973,611,1.00,77,3,3,2,0,0.0986361026763916
6,6,1.00,1,0.009546279907226562,5,1.00,78,3,3,2,0,0.009998321533203125,6,0.94,1,0.10634398460388184,5,1.00,78,3,3,2,0,0.10771012306213379,6,0.93,1,0.10620441436767578,5,1.00,78,3,3,2,0,0.10612564086914063
6,6,0.48,1,0.010272026062011719,33,1.00,77,2,3,2,0,0.010385990142822266,327,0.42,0,0.10463237762451172,2,1.00,76,2,3,2,0,0.1068260669708252,327,0.39,0,0.10733404159545898,33,1.00,77,2,3,2,0,0.0982147216796875
6,6,0.58,1,0.014400005340576172,4,1.00,77,2,2,2,0,0.010505914688110352,4,0.68,0,0.11995434761047363,6,1.00,77,2,2,2,1,0.11027789115905762,4,0.63,0,0.10361328125,6,1.00,77,2,2,2,1,0.10650753974914551
6,5,0.51,0,0.009906768798828125,6,1.00,78,3,3,2,1,0.010552406311035156,5,0.62,0,0.10815787315368652,6,1.00,78,3,3,2,1,0.1012270450592041,5,0.60,0,0.10927581787109375,6,1.00,78,3,3,2,1,0.10882782936096191
6,6,0.97,1,0.009725093841552734,5,1.00,76,2,2,2,0,0.010243415832519531,6,0.94,1,0.10268139839172363,5,0.95,77,2,2,2,0,0.09761166572570801,6,0.95,1,0.10421624183654785,5,1.00,76,2,2,2,0,0.10667414665222168
7,7,0.95,1,0.01027369499206543,625,1.00,80,2,2,2,0,0.009890317916870117,7,0.89,1,0.10101056098937988,625,1.00,80,2,2,2,0,0.10297417640686035,7,0.85,1,0.10612597465515136,625,1.00,80,2,2,2,0,0.101715087890625
7,448,0.69,0,0.019283771514892578,7,1.00,77,3,3,2,1,0.014796733856201172,448,0.79,0,0.1066291332244873,7,0.98,77,3,3,2,1,0.09959244728088379,448,0.85,0,0.10260863304138183,7,0.96,77,3,3,2,1,0.1087719440460205
7,7,0.98,1,0.009686946868896484,8,1.00,79,3,3,2,0,0.01045846939086914,7,0.94,1,0.1063692569732666,8,1.00,79,3,3,2,0,0.1057882308959961,7,0.94,1,0.10951819419860839,8,0.99,79,3,3,2,0,0.111842679977417
7,7,0.96,1,0.00955820083618164,256,1.00,80,3,3,2,0,0.010727405548095703,7,0.87,1,0.10809159278869629,256,0.98,80,3,3,2,0,0.1135721206665039,7,0.88,1,0.1129727840423584,256,0.94,80,3,3,2,0,0.11328959465026855
7,7,0.97,1,0.009951591491699219,427,1.00,79,4,3,2,0,0.010591506958007812,7,0.93,1,0.10519027709960938,427,0.86,79,4,3,2,0,0.10143566131591797,7,0.93,1,0.11053223609924316,427,0.91,79,4,3,2,0,0.11060428619384766
7,7,0.85,1,0.009749412536621094,8,1.00,78,3,3,2,0,0.010683059692382812,7,0.77,1,0.10459589958190918,8,1.00,78,3,3,2,0,0.10006093978881836,7,0.76,1,0.10220985412597657,8,1.00,78,3,3,2,0,0.1041377067565918
7,7,0.69,1,0.009295463562011719,8,1.00,80,3,3,2,0,0.012155771255493164,7,0.53,1,0.11078095436096191,8,1.00,80,3,3,2,0,0.1061105728149414,8,0.51,0,0.10651016235351562,7,1.00,79,3,3,2,1,0.10890116691589355
7,7,1.00,1,0.00988149642944336,8,1.00,78,5,5,2,0,0.01048135757446289,7,0.99,1,0.118133544921875,8,1.00,78,5,5,2,0,0.1371903419494629,7,0.99,1,0.11003284454345703,8,1.00,77,5,5,2,0,0.10694584846496583
7,7,0.97,1,0.010602235794067383,677,1.00,79,3,3,2,0,0.009773731231689453,7,0.96,1,0.10854816436767578,677,1.00,79,3,3,2,0,0.10398006439208984,7,0.95,1,0.11042118072509766,677,0.99,79,3,3,2,0,0.10942640304565429
7,7,0.99,1,0.018404245376586914,8,1.00,80,3,3,2,0,0.014319658279418945,7,0.96,1,0.10031270980834961,8,1.00,80,3,3,2,0,0.09881067276000977,7,0.97,1,0.1010833740234375,8,1.00,80,3,3,2,0,0.10513529777526856
8,8,0.94,1,0.009616613388061523,132,1.00,78,3,3,2,0,0.009340524673461914,8,0.96,1,0.10254406929016113,132,0.99,78,3,3,2,0,0.09888052940368652,8,0.96,1,0.09929084777832031,132,0.98,78,3,3,2,0,0.11443266868591309
8,8,0.86,1,0.010106563568115234,89,1.00,81,3,3,2,0,0.010433673858642578,8,0.63,1,0.10254740715026855,89,1.00,81,3,3,2,0,0.10099530220031738,8,0.64,1,0.09836373329162598,89,1.00,81,3,3,2,0,0.10383992195129395
8,8,0.92,1,0.009732723236083984,73,0.89,78,3,4,2,0,0.010354995727539062,8,0.88,1,0.11121773719787598,73,0.85,78,3,4,2,0,0.09742069244384766,8,0.87,1,0.11056222915649414,73,0.80,78,3,4,2,0,0.10818238258361816
8,8,0.92,1,0.009245157241821289,266,1.00,80,3,3,2,0,0.011012077331542969,8,0.91,1,0.09962058067321777,266,0.95,80,3,3,2,0,0.11099004745483398,8,0.92,1,0.1052201271057129,266,0.87,80,3,3,2,0,0.10392765998840332
8,356,0.35,0,0.009557485580444336,216,1.00,80,4,4,2,0,0.010194063186645508,8,0.76,1,0.11153602600097656,356,1.00,80,4,4,2,0,0.11019086837768555,8,0.73,1,0.10904269218444824,356,1.00,80,4,4,2,0,0.11060900688171386
8,8,0.34,1,0.009740114212036133,2,1.00,82,3,3,2,0,0.009474992752075195,8,0.32,1,0.11144161224365234,2,1.00,82,3,3,2,0,0.11389589309692383,8,0.25,1,0.10704760551452637,2,1.00,82,3,3,2,0,0.10718669891357421
8,8,0.99,1,0.00976419448852539,7,1.00,78,3,3,2,0,0.009737253189086914,8,0.99,1,0.09772682189941406,7,0.99,78,3,3,2,0,0.10161662101745605,8,0.99,1,0.10634918212890625,7,0.98,78,3,3,2,0,0.10658583641052247
8,8,0.88,1,0.009465694427490234,332,1.00,79,3,3,2,0,0.010123252868652344,8,0.69,1,0.1128537654876709,332,1.00,78,3,3,2,0,0.10663771629333496,8,0.65,1,0.10661454200744629,332,1.00,79,3,3,2,0,0.10889787673950195
8,8,0.60,1,0.009393453598022461,562,1.00,80,3,3,2,0,0.010284900665283203,8,0.60,1,0.09991955757141113,562,1.00,80,3,3,2,0,0.10690450668334961,8,0.55,1,0.11063175201416016,562,1.00,80,3,3,2,0,0.1053471565246582
8,8,0.70,1,0.009739160537719727,81,1.00,78,3,3,2,0,0.009736776351928711,8,0.80,1,0.11544108390808105,81,1.00,78,3,3,2,0,0.09861302375793457,8,0.80,1,0.10820198059082031,81,1.00,78,3,3,2,0,0.1083895206451416
9,9,1.00,1,0.010020256042480469,355,1.00,82,3,3,2,0,0.010606050491333008,9,1.00,1,0.10918307304382324,355,1.00,83,3,3,2,0,0.09867048263549805,9,1.00,1,0.10813651084899903,355,0.99,83,3,3,2,0,0.11002626419067382
9,9,1.00,1,0.009580850601196289,899,1.00,80,2,3,2,0,0.01062631607055664,9,1.00,1,0.1110069751739502,899,0.59,80,2,3,2,0,0.10257554054260254,9,1.00,1,0.10291876792907714,899,0.47,80,2,3,2,0,0.10231399536132812
9,9,1.00,1,0.01862621307373047,100,1.00,82,3,3,2,0,0.010525703430175781,9,1.00,1,0.11356091499328613,100,0.90,82,3,3,2,0,0.10573911666870117,9,1.00,1,0.10339117050170898,100,0.75,82,3,3,2,0,0.10337710380554199
9,9,1.00,1,0.01013946533203125,143,1.00,79,2,2,2,0,0.018498897552490234,9,0.99,1,0.1105492115020752,143,0.98,79,2,2,2,0,0.1067192554473877,9,0.99,1,0.10837764739990234,143,0.99,79,2,2,2,0,0.10589046478271484
9,9,1.00,1,0.009644746780395508,348,1.00,81,3,3,2,0,0.014643192291259766,9,0.94,1,0.10499167442321777,348,0.79,81,3,3,2,0,0.11915278434753418,9,0.97,1,0.10255050659179688,348,0.71,81,3,3,2,0,0.10755419731140137
9,9,1.00,1,0.009985923767089844,138,1.00,79,2,3,2,0,0.010232686996459961,9,1.00,1,0.11455202102661133,138,1.00,79,2,3,2,0,0.10081672668457031,9,1.00,1,0.10376877784729004,138,1.00,79,2,3,2,0,0.10293898582458497
9,9,1.00,1,0.0099334716796875,851,1.00,78,2,2,2,0,0.014157295227050781,9,1.00,1,0.11128830909729004,851,0.94,77,2,2,2,0,0.10215163230895996,9,1.00,1,0.10581135749816895,851,0.96,78,2,2,2,0,0.10180988311767578
9,9,1.00,1,0.009718894958496094,989,1.00,78,3,3,2,0,0.009950637817382812,9,1.00,1,0.10069537162780762,989,1.00,78,3,3,2,0,0.09940624237060547,9,1.00,1,0.10752267837524414,989,1.00,78,3,3,2,0,0.10687389373779296
9,9,1.00,1,0.009227275848388672,138,1.00,78,3,3,2,0,0.009766101837158203,9,1.00,1,0.10559439659118652,138,1.00,78,3,3,2,0,0.11776232719421387,9,1.00,1,0.10607991218566895,138,1.00,78,3,3,2,0,0.10499377250671386
9,9,1.00,1,0.018378257751464844,138,1.00,78,3,3,2,0,0.010551214218139648,9,0.99,1,0.1082756519317627,138,1.00,79,3,3,2,0,0.11938619613647461,9,0.99,1,0.10041837692260742,138,1.00,79,3,3,2,0,0.09894280433654785
10,10,1.00,1,0.009296655654907227,74,1.00,79,3,4,2,0,0.014662504196166992,10,1.00,1,0.11119985580444336,74,0.45,80,3,4,2,0,0.10772156715393066,10,1.00,1,0.11108498573303223,74,0.44,80,3,4,2,0,0.10440616607666016
10,10,0.97,1,0.018521785736083984,373,1.00,79,4,4,2,0,0.010515213012695312,10,0.99,1,0.11902904510498047,373,0.98,79,4,4,2,0,0.11186099052429199,10,0.99,1,0.10962800979614258,373,0.98,79,4,4,2,0,0.10376834869384766
