INPUT_IMG,NORM_CLAS_ORIG_IMG,NCOI_CONF,NCOI_RSLT,NCOI_TIME,NORM_CLAS_ADV_IMG,NCAI_CONF,NCAI_L_0,NCAI_L_1,NCAI_L_2,NCAI_L_INF,NCAI_RSLT,NCAI_TIME,BET_CLAS_NO_RAND_OG_IMG,BCNROI_CONF,BCNROI_RSLT,BCNROI_TIME,BET_CLAS_NO_RAND_ADV_IMG,BCNRAI_CONF,BCNRAI_L_0,BCNRAI_L_1,BCNRAI_L_2,BCNRAI_L_INF,BCNRAI_RSLT,BCNRAI_TIME,BET_CLAS_OG_IMG,BCOI_CONF,BCOI_RSLT,BCOI_TIME,BET_CLAS_ADV_IMG,BCAI_CONF,BCAI_L_0,BCAI_L_1,BCAI_L_2,BCAI_L_INF,BCAI_RSLT,BCAI_TIME
2,549,0.14,0,0.011136531829833984,94,0.97,76,2,2,2,-1,0.009331941604614258,2,0.24,1,0.11390376091003418,94,0.26,76,2,2,2,-1,0.13167309761047363,2,0.31,1,0.11484122276306152,549,0.27,76,2,2,2,0,0.09915332794189453
2,2,1.00,1,0.014995098114013672,94,1.00,77,3,3,2,-1,0.013896703720092773,2,1.00,1,0.1285700798034668,2,0.89,77,3,3,2,1,0.11220574378967285,2,1.00,1,0.1077354907989502,2,0.90,77,3,3,2,1,0.10634455680847169
2,2,1.00,1,0.022134065628051758,94,1.00,77,3,3,2,-1,0.013818740844726562,2,1.00,1,0.10333538055419922,94,0.83,77,3,3,2,-1,0.09994888305664062,2,1.00,1,0.10964736938476563,2,0.63,77,3,3,2,1,0.09918751716613769
2,2,1.00,1,0.011110544204711914,94,1.00,78,2,2,2,-1,0.01003265380859375,2,1.00,1,0.10859823226928711,2,0.24,78,2,2,2,1,0.11629056930541992,2,1.00,1,0.10525898933410645,2,0.29,78,2,2,2,1,0.09666671752929687
3,3,0.98,1,0.010626077651977539,94,1.00,76,7,5,2,-1,0.01426386833190918,3,0.91,1,0.10630154609680176,94,1.00,76,7,5,2,-1,0.10787773132324219,3,0.88,1,0.10408577919006348,94,1.00,76,7,5,2,-1,0.10159430503845215
3,3,0.83,1,0.010394811630249023,94,1.00,76,4,4,2,-1,0.009421586990356445,3,0.79,1,0.10285353660583496,94,0.72,76,4,4,2,-1,0.11554813385009766,3,0.81,1,0.10777125358581544,94,0.75,76,4,4,2,-1,0.1054884910583496
3,4,0.74,0,0.011878490447998047,94,1.00,76,3,3,2,-1,0.010071992874145508,4,0.75,0,0.11123204231262207,94,0.22,75,3,3,2,-1,0.10488367080688477,4,0.79,0,0.10616884231567383,3,0.18,75,3,3,2,1,0.10073943138122558
3,3,0.96,1,0.011162519454956055,94,1.00,76,4,4,2,-1,0.010010719299316406,3,0.98,1,0.11125302314758301,94,0.58,76,4,4,2,-1,0.10770845413208008,3,0.98,1,0.10844717025756836,94,0.51,76,4,4,2,-1,0.10248036384582519
3,3,0.94,1,0.011297941207885742,94,1.00,76,3,3,2,-1,0.008978843688964844,3,0.96,1,0.09558701515197754,94,1.00,75,3,3,2,-1,0.10190558433532715,3,0.96,1,0.10314555168151855,94,1.00,75,3,3,2,-1,0.09579510688781738
3,3,0.98,1,0.01763916015625,94,1.00,76,3,3,2,-1,0.018397808074951172,3,0.98,1,0.09936833381652832,94,0.65,76,3,3,2,-1,0.122222900390625,3,0.98,1,0.11189384460449218,3,0.37,76,3,3,2,1,0.10701799392700195
3,34,0.50,0,0.009380102157592773,94,1.00,75,2,2,2,-1,0.011007308959960938,268,0.40,0,0.11322379112243652,94,0.97,75,2,2,2,-1,0.10692214965820312,268,0.37,0,0.1060859203338623,94,0.97,75,2,2,2,-1,0.09692578315734864
3,3,0.68,1,0.012440919876098633,94,1.00,75,3,3,2,-1,0.010037660598754883,3,0.81,1,0.10541892051696777,94,1.00,75,3,3,2,-1,0.1038503646850586,3,0.80,1,0.10341215133666992,94,0.99,75,3,3,2,-1,0.09730091094970703
3,2,0.55,0,0.011609554290771484,707,0.07,75,4,4,2,0,0.010285615921020508,2,0.51,0,0.11001133918762207,94,1.00,75,4,4,2,-1,0.11624407768249512,2,0.57,0,0.11034088134765625,94,0.75,75,4,4,2,-1,0.10790314674377441
3,3,0.99,1,0.011727333068847656,94,1.00,76,6,5,2,-1,0.009505987167358398,3,0.99,1,0.1172943115234375,94,0.82,76,6,5,2,-1,0.11321806907653809,3,0.99,1,0.10542187690734864,3,0.65,76,6,5,2,1,0.09673495292663574
4,4,0.99,1,0.01817488670349121,94,1.00,75,3,3,2,-1,0.01006460189819336,4,0.99,1,0.13916015625,4,0.59,75,3,3,2,1,0.11668109893798828,4,0.99,1,0.10778536796569824,4,0.45,76,3,3,2,1,0.10229554176330566
4,4,1.00,1,0.011606454849243164,94,1.00,76,3,3,2,-1,0.010475397109985352,4,1.00,1,0.13171911239624023,94,1.00,76,3,3,2,-1,0.15070295333862305,4,1.00,1,0.10258350372314454,94,0.97,76,3,3,2,-1,0.09523048400878906
4,4,0.91,1,0.014609336853027344,94,1.00,76,2,2,2,-1,0.009481668472290039,4,0.98,1,0.12203264236450195,4,0.43,76,2,2,2,1,0.10120177268981934,4,0.98,1,0.1042945384979248,4,0.54,76,2,2,2,1,0.09595355987548829
4,4,0.99,1,0.010343313217163086,94,1.00,76,3,3,2,-1,0.009435415267944336,4,1.00,1,0.10449528694152832,4,0.48,76,3,3,2,1,0.1371767520904541,4,1.00,1,0.10445156097412109,94,0.88,77,3,3,2,-1,0.09762434959411621
4,4,1.00,1,0.013921499252319336,94,1.00,77,3,3,2,-1,0.009508371353149414,4,0.99,1,0.10914230346679688,94,0.91,77,3,3,2,-1,0.10632658004760742,4,0.99,1,0.10360951423645019,94,0.89,77,3,3,2,-1,0.0977773666381836
4,4,0.41,1,0.012482881546020508,94,0.25,76,3,3,2,-1,0.009818077087402344,973,0.37,0,0.10936164855957031,94,0.91,77,3,3,2,-1,0.1114351749420166,973,0.34,0,0.10256528854370117,94,0.62,77,3,3,2,-1,0.09930496215820313
4,4,0.99,1,0.011661291122436523,94,1.00,76,2,2,2,-1,0.00933384895324707,4,1.00,1,0.12723708152770996,4,0.92,76,2,2,2,1,0.10646271705627441,4,1.00,1,0.09891362190246582,4,0.94,76,2,2,2,1,0.09819965362548828
4,4,0.89,1,0.010472297668457031,94,1.00,76,5,4,2,-1,0.009807348251342773,4,0.93,1,0.12370705604553223,4,0.64,76,5,4,2,1,0.10892891883850098,4,0.93,1,0.10355911254882813,4,0.68,76,5,4,2,1,0.10443744659423829
4,4,1.00,1,0.011811494827270508,899,0.16,76,3,3,2,0,0.018475770950317383,4,1.00,1,0.10907959938049316,94,0.53,76,2,3,2,-1,0.10248470306396484,4,1.00,1,0.10757536888122558,94,0.99,76,2,3,2,-1,0.09862022399902344
4,4,1.00,1,0.01231074333190918,94,0.89,77,2,2,2,-1,0.009532690048217773,4,1.00,1,0.11832618713378906,4,0.59,77,2,2,2,1,0.11631011962890625,4,1.00,1,0.10418562889099121,4,0.72,77,2,2,2,1,0.09806437492370605
5,6,0.75,0,0.010338783264160156,94,1.00,77,2,2,2,-1,0.009405136108398438,5,0.46,1,0.11506009101867676,5,0.25,76,2,2,2,1,0.10073685646057129,5,0.54,1,0.10439281463623047,94,0.35,77,2,2,2,-1,0.09663310050964355
5,5,0.78,1,0.012218952178955078,94,1.00,76,2,2,2,-1,0.009115457534790039,5,0.74,1,0.10684680938720703,94,0.88,76,2,2,2,-1,0.10908150672912598,5,0.70,1,0.10683269500732422,94,0.73,76,2,2,2,-1,0.09929447174072266
5,5,0.95,1,0.01130056381225586,94,1.00,76,3,3,2,-1,0.009561777114868164,5,0.64,1,0.1117393970489502,94,0.66,76,3,3,2,-1,0.10966682434082031,103,0.45,0,0.10835051536560059,94,0.50,76,3,3,2,-1,0.10296287536621093
5,5,0.99,1,0.011015176773071289,94,0.96,75,2,2,2,-1,0.013581514358520508,5,0.97,1,0.11063122749328613,94,1.00,75,2,2,2,-1,0.1067051887512207,5,0.97,1,0.10341091156005859,94,0.93,75,2,2,2,-1,0.0962702751159668
5,5,0.52,1,0.010004281997680664,94,1.00,76,2,2,2,-1,0.010573387145996094,6,0.54,0,0.13802719116210938,94,0.57,76,2,2,2,-1,0.11455225944519043,6,0.54,0,0.1002725601196289,94,0.90,76,2,2,2,-1,0.10050630569458008
5,5,0.69,1,0.011116743087768555,94,1.00,76,2,2,2,-1,0.0096588134765625,5,0.62,1,0.12050580978393555,6,0.45,76,2,2,2,0,0.1081387996673584,5,0.63,1,0.10265154838562011,6,0.48,76,2,2,2,0,0.09794297218322753
5,6,0.51,0,0.010627031326293945,94,0.99,75,4,4,2,-1,0.009363174438476562,5,0.41,1,0.14334869384765625,94,0.92,75,4,4,2,-1,0.10446739196777344,5,0.42,1,0.10199041366577148,94,0.85,75,4,4,2,-1,0.09939374923706054
5,6,0.57,0,0.012669801712036133,94,1.00,75,2,2,2,-1,0.009601354598999023,6,0.27,0,0.09870314598083496,94,1.00,76,2,2,2,-1,0.10426521301269531,6,0.28,0,0.10213956832885743,94,1.00,75,2,2,2,-1,0.09523229598999024
5,5,0.93,1,0.012491941452026367,94,1.00,79,2,3,2,-1,0.010065078735351562,5,0.98,1,0.1237325668334961,5,0.66,78,2,3,2,1,0.11900949478149414,5,0.98,1,0.10311307907104492,94,0.44,79,2,3,2,-1,0.09672603607177735
5,5,1.00,1,0.009911060333251953,852,0.11,75,3,3,2,0,0.009751319885253906,5,1.00,1,0.11715817451477051,94,1.00,75,3,3,2,-1,0.10695886611938477,5,1.00,1,0.09727544784545898,94,0.90,75,3,3,2,-1,0.09728388786315918
6,6,0.81,1,0.01134181022644043,94,1.00,78,3,3,2,-1,0.009508371353149414,5,0.52,0,0.11947345733642578,94,1.00,78,3,3,2,-1,0.10605645179748535,5,0.55,0,0.09969830513000488,94,0.96,78,3,3,2,-1,0.09801373481750489
6,6,0.97,1,0.016025781631469727,94,1.00,75,5,4,2,-1,0.009271860122680664,6,0.72,1,0.10408806800842285,94,0.60,76,5,4,2,-1,0.10780572891235352,6,0.67,1,0.1030191421508789,5,0.23,75,5,4,2,0,0.10148968696594238
6,6,1.00,1,0.011340618133544922,94,0.97,75,3,3,2,-1,0.009530305862426758,6,0.97,1,0.1187140941619873,6,0.50,75,3,3,2,1,0.11559343338012695,6,0.96,1,0.1007124900817871,6,0.53,75,3,3,2,1,0.09765691757202148
6,6,0.99,1,0.00906062126159668,94,1.00,76,3,3,2,-1,0.009258270263671875,6,0.98,1,0.1016075611114502,94,0.96,76,3,3,2,-1,0.10763001441955566,6,0.97,1,0.1018068790435791,94,0.85,76,3,3,2,-1,0.09826946258544922
6,6,0.81,1,0.011171340942382812,899,0.37,76,3,3,2,0,0.009541749954223633,6,0.84,1,0.11486363410949707,94,0.89,75,3,3,2,-1,0.11377811431884766,6,0.83,1,0.09944643974304199,899,0.33,76,3,3,2,0,0.09590334892272949
6,6,1.00,1,0.018106460571289062,94,1.00,78,3,3,2,-1,0.009617805480957031,6,0.94,1,0.11478686332702637,94,0.75,77,3,3,2,-1,0.1038506031036377,6,0.93,1,0.10089497566223145,6,0.53,77,3,3,2,1,0.10189852714538575
6,6,0.48,1,0.015650033950805664,94,1.00,75,2,2,2,-1,0.01772761344909668,327,0.42,0,0.1148366928100586,94,1.00,75,2,2,2,-1,0.10456991195678711,327,0.35,0,0.099845552444458,94,0.87,76,2,2,2,-1,0.09639739990234375
6,6,0.58,1,0.009848356246948242,94,1.00,76,2,2,2,-1,0.01370549201965332,4,0.68,0,0.11967921257019043,94,1.00,76,2,2,2,-1,0.11016368865966797,4,0.66,0,0.10522503852844238,94,0.96,76,2,2,2,-1,0.09783544540405273
6,5,0.51,0,0.01161050796508789,94,1.00,77,3,3,2,-1,0.009147167205810547,5,0.62,0,0.11653828620910645,5,0.26,76,3,3,2,0,0.10312008857727051,5,0.57,0,0.10342464447021485,5,0.34,77,3,3,2,0,0.10319027900695801
6,6,0.97,1,0.01026606559753418,94,0.98,76,2,2,2,-1,0.009446859359741211,6,0.94,1,0.12220025062561035,94,0.74,76,2,2,2,-1,0.10814690589904785,6,0.95,1,0.10939416885375977,94,0.83,76,2,2,2,-1,0.09790897369384766
7,7,0.95,1,0.010227441787719727,94,1.00,78,2,2,2,-1,0.00997018814086914,7,0.89,1,0.11826539039611816,94,0.25,78,2,2,2,-1,0.10935831069946289,7,0.84,1,0.10805902481079102,7,0.17,78,2,2,2,1,0.09915127754211425
7,448,0.69,0,0.010509252548217773,94,1.00,75,3,3,2,-1,0.009293317794799805,448,0.79,0,0.10720682144165039,94,0.99,75,3,3,2,-1,0.10797286033630371,448,0.86,0,0.11022915840148925,94,0.86,75,3,3,2,-1,0.0987159252166748
7,7,0.98,1,0.010590314865112305,94,0.97,78,3,3,2,-1,0.009828329086303711,7,0.94,1,0.11481523513793945,94,0.61,77,3,3,2,-1,0.10517168045043945,7,0.94,1,0.10343923568725585,7,0.64,77,3,3,2,1,0.09861965179443359
7,7,0.96,1,0.016599655151367188,94,1.00,77,3,3,2,-1,0.00940084457397461,7,0.87,1,0.11168432235717773,94,0.88,77,3,3,2,-1,0.11755609512329102,7,0.88,1,0.10216126441955567,7,0.69,77,3,3,2,1,0.09839310646057128
7,7,0.97,1,0.010963201522827148,94,1.00,77,4,3,2,-1,0.009546518325805664,7,0.93,1,0.10972261428833008,94,0.59,78,4,3,2,-1,0.10985970497131348,7,0.93,1,0.09769573211669921,94,0.68,77,4,3,2,-1,0.10085091590881348
7,7,0.85,1,0.011485099792480469,94,1.00,75,3,3,2,-1,0.009412765502929688,7,0.77,1,0.1228339672088623,94,0.97,75,3,3,2,-1,0.11930012702941895,7,0.76,1,0.1019364833831787,94,0.91,76,3,3,2,-1,0.10294098854064941
7,7,0.69,1,0.012143611907958984,94,1.00,78,2,2,2,-1,0.018363475799560547,7,0.53,1,0.13123679161071777,7,0.68,78,2,2,2,1,0.11216616630554199,8,0.55,0,0.10951108932495117,7,0.67,78,2,2,2,1,0.09609174728393555
7,7,1.00,1,0.010933399200439453,94,0.99,77,5,5,2,-1,0.009448766708374023,7,0.99,1,0.11088800430297852,94,0.87,77,5,5,2,-1,0.10474157333374023,7,0.99,1,0.10576667785644531,94,0.79,77,5,5,2,-1,0.09786200523376465
7,7,0.97,1,0.0121002197265625,94,1.00,78,2,3,2,-1,0.009885311126708984,7,0.96,1,0.12371182441711426,7,0.50,78,2,3,2,1,0.10268998146057129,7,0.95,1,0.10333461761474609,94,0.57,78,2,3,2,-1,0.093255615234375
7,7,0.99,1,0.011288881301879883,94,1.00,78,3,3,2,-1,0.009463071823120117,7,0.96,1,0.11998891830444336,7,0.70,77,3,3,2,1,0.12744665145874023,7,0.96,1,0.11012649536132812,7,0.55,77,3,3,2,1,0.09551033973693848
8,8,0.94,1,0.010114192962646484,94,1.00,76,3,3,2,-1,0.00925445556640625,8,0.96,1,0.10470724105834961,94,0.33,76,3,3,2,-1,0.11356663703918457,8,0.96,1,0.10199599266052246,8,0.29,76,3,3,2,1,0.0971247673034668
8,8,0.86,1,0.014882087707519531,94,1.00,79,3,3,2,-1,0.009738922119140625,8,0.63,1,0.11838316917419434,8,0.41,79,3,3,2,1,0.11088085174560547,8,0.63,1,0.10439963340759277,8,0.39,79,3,3,2,1,0.0969202995300293
8,8,0.92,1,0.011631488800048828,94,1.00,76,3,3,2,-1,0.009714841842651367,8,0.88,1,0.1102602481842041,94,1.00,75,3,3,2,-1,0.10050272941589355,8,0.86,1,0.10336508750915527,94,1.00,75,3,3,2,-1,0.09751529693603515
8,8,0.92,1,0.010408401489257812,94,1.00,79,3,3,2,-1,0.01804518699645996,8,0.91,1,0.12059617042541504,94,0.75,79,3,3,2,-1,0.11015057563781738,8,0.92,1,0.09995131492614746,8,0.52,79,3,3,2,1,0.10243096351623535
8,356,0.35,0,0.012879610061645508,94,1.00,78,4,4,2,-1,0.009480476379394531,8,0.76,1,0.09965181350708008,8,0.47,78,4,4,2,1,0.1157834529876709,8,0.68,1,0.10562820434570312,8,0.34,78,4,4,2,1,0.0932199478149414
8,8,0.34,1,0.012044668197631836,94,1.00,77,3,3,2,-1,0.009484291076660156,8,0.32,1,0.13257789611816406,94,0.77,78,3,3,2,-1,0.10974311828613281,8,0.29,1,0.1039419174194336,94,0.51,77,3,3,2,-1,0.1021568775177002
8,8,0.99,1,0.01012110710144043,94,1.00,77,3,3,2,-1,0.009816408157348633,8,0.99,1,0.10712361335754395,94,0.86,77,3,3,2,-1,0.1112213134765625,8,0.99,1,0.09714922904968262,94,0.83,76,3,3,2,-1,0.10584030151367188
8,8,0.88,1,0.0238800048828125,94,1.00,76,3,3,2,-1,0.008922815322875977,8,0.69,1,0.1282482147216797,94,0.99,77,3,3,2,-1,0.1230008602142334,8,0.64,1,0.10562634468078613,94,0.93,77,3,3,2,-1,0.09874706268310547
8,8,0.60,1,0.014299631118774414,94,1.00,77,2,3,2,-1,0.009465217590332031,8,0.60,1,0.12546086311340332,94,0.57,77,2,3,2,-1,0.11163759231567383,8,0.51,1,0.10576868057250977,94,0.45,77,2,3,2,-1,0.09478402137756348
8,8,0.70,1,0.014408588409423828,94,1.00,78,3,3,2,-1,0.008584260940551758,8,0.80,1,0.10565805435180664,94,0.77,77,3,3,2,-1,0.10268163681030273,8,0.79,1,0.10243368148803711,94,0.72,77,3,3,2,-1,0.10324106216430665
9,9,1.00,1,0.010265827178955078,94,1.00,82,3,3,2,-1,0.009632110595703125,9,1.00,1,0.11249780654907227,9,0.96,82,3,3,2,1,0.11983895301818848,9,1.00,1,0.10789899826049805,9,0.98,82,3,3,2,1,0.09811272621154785
9,9,1.00,1,0.01565074920654297,94,1.00,78,2,2,2,-1,0.009598970413208008,9,1.00,1,0.11268019676208496,9,0.99,78,2,2,2,1,0.11280989646911621,9,1.00,1,0.1050560474395752,9,0.99,78,2,2,2,1,0.10074958801269532
9,9,1.00,1,0.010223627090454102,94,1.00,81,3,3,2,-1,0.00996708869934082,9,1.00,1,0.10613465309143066,9,0.57,82,3,3,2,1,0.10277509689331055,9,1.00,1,0.10055761337280274,9,0.61,82,3,3,2,1,0.09444069862365723
9,9,1.00,1,0.011536121368408203,94,0.99,77,2,2,2,-1,0.009512186050415039,9,0.99,1,0.10627412796020508,9,0.29,77,2,2,2,1,0.10515284538269043,9,0.99,1,0.10589485168457032,9,0.43,77,2,2,2,1,0.10344505310058594
9,9,1.00,1,0.014480113983154297,94,1.00,79,3,3,2,-1,0.009465456008911133,9,0.94,1,0.11442422866821289,377,0.41,79,3,3,2,0,0.11244010925292969,9,0.98,1,0.1093928337097168,9,0.50,79,3,3,2,1,0.10106282234191895
9,9,1.00,1,0.011266946792602539,94,1.00,77,2,3,2,-1,0.009438514709472656,9,1.00,1,0.10379195213317871,9,0.72,77,2,3,2,1,0.11360692977905273,9,1.00,1,0.11317176818847656,9,0.86,77,2,3,2,1,0.10836024284362793
9,9,1.00,1,0.009659767150878906,94,1.00,76,2,2,2,-1,0.009367942810058594,9,1.00,1,0.11946606636047363,94,0.53,76,2,2,2,-1,0.10410761833190918,9,1.00,1,0.1022153377532959,94,0.43,76,2,2,2,-1,0.10011663436889648
9,9,1.00,1,0.01194906234741211,94,0.99,77,3,3,2,-1,0.009694099426269531,9,1.00,1,0.10163664817810059,94,0.96,78,3,3,2,-1,0.10868287086486816,9,1.00,1,0.10510334968566895,94,0.92,78,3,3,2,-1,0.09988274574279785
9,9,1.00,1,0.01121830940246582,94,1.00,76,2,3,2,-1,0.009608983993530273,9,1.00,1,0.10515594482421875,94,0.79,77,2,3,2,-1,0.10046148300170898,9,1.00,1,0.10680217742919922,94,0.98,76,2,3,2,-1,0.09869322776794434
9,9,1.00,1,0.011175870895385742,94,1.00,77,3,3,2,-1,0.009474992752075195,9,0.99,1,0.11803889274597168,94,0.60,77,3,3,2,-1,0.11079955101013184,9,0.99,1,0.10229387283325195,94,0.18,78,3,3,2,-1,0.09590754508972169
10,10,1.00,1,0.011031866073608398,94,1.00,77,3,3,2,-1,0.013319730758666992,10,1.00,1,0.09932088851928711,10,0.82,77,3,3,2,1,0.10621523857116699,10,1.00,1,0.10830473899841309,10,0.85,77,3,3,2,1,0.09988746643066407
